
data/sprites/npc/

girlnpc.png                   Svetlana Kushnariova (Cabbit), Tracy, olonu; CC BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/13927
gnomenpc.png                  isaiah658, Jordan Irwin (AntumDeluge); CC0; https://opengameart.org/node/78045
goldsmithnpc.png              Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/82370
grandadnpc.png                ???; ???; ???
granmanpc.png                 Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/72969
greendwarfnpc.png             ???; ???; ???
greenelfwizardnpc.png         Svetlana Kushnariova (Cabbit), onu/olonu; OGA BY 3.0; https://github.com/arianne/stendhal/issues/114
grim_reaper_npc.png           ???; ???; ???
grim_reaper2_npc.png          ???; ???; ???
groundskeepernpc.png          ???; ???; ???
gypsywomannpc.png             ???; ???; ???
halfelfnpc.png                ???; ???; ???
hanknpc.png                   Svetlana Kushnariova (Cabbit), olonu, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969
heraldnpc.png                 ???; ???; ???
hoeingmannpc.*                Svetlana Kushnariova (Cabbit), diamonddmgirl, Jordan Irwin (AntumDeluge); CC BY 3.0/4.0; https://opengameart.org/node/72969, https://opengameart.org/node/74802; Original Pepper&Carrot webcomic created by David Revoy.
holidaymakernpc.png           ???, Svetlana Kushnariova (Cabbit), olonu; ???; https://opengameart.org/node/72969
hotelchefnpc.*                Svetlana Kushnariova (Cabbit), diamonddmgirl, One Man Army, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/83661, https://opengameart.org/node/69527
hotelguestnpc.png             Svetlana Kushnariova (Cabbit), diamonddmgirl, olonu; OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/83661
hotelreceptionistnpc.png      Svetlana Kushnariova (Cabbit), Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/79804
housewifenpc.png              ???; ???; ???
icecreamsellernpc.png         ???, Svetlana Kushnariova (Cabbit), olonu; ???; https://opengameart.org/node/72969
investigatornpc.png           Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://github.com/arianne/stendhal/issues/103
jailedbarbariannpc.png        Svetlana Kushnariova (Cabbit), olonu; OGA BY 3.0; https://opengameart.org/node/72969
kid1npc.*                     Svetlana Kushnariova (Cabbit), diamonddmgirl, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/67861
kid2npc.*                     Svetlana Kushnariova (Cabbit), diamonddmgirl, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/67861, https://opengameart.org/node/72198
kid3npc.png                   ???; ???; ???
kid4npc.png                   ???; ???; ???
kid5npc.png                   ???; ???; ???
kid6npc.png                   ???; ???; ???
kid7npc.png                   ???; ???; ???
kid8npc.*                     Svetlana Kushnariova (Cabbit), diamonddmgirl, Fabzy, Jordan Irwin (AntumDeluge); CC BY-SA 3.0; https://opengameart.org/node/67861, https://opengameart.org/node/23314
kid9npc.*                     Svetlana Kushnariova (Cabbit), diamonddmgirl, Jordan Irwin (AntumDeluge); OGA BY 3.0; https://opengameart.org/node/72969, https://opengameart.org/node/67861
kingcozartnpc.png             Svetlana Kushnariova (Cabbit); OGA BY 3.0; https://opengameart.org/node/72969
koboldbarmaidnpc.png          ???; ???; ???
koboldbarregularnpc.png       ???; ???; ???
lifeguardfemalenpc.png        Svetlana Kushnariova (Cabbit), olonu, ???; ???
